archetype,scenario,seed,year,faithPower,hasFaith,organizedFaiths,distinctFaiths
passive,pangaea,7,65,0,0,5,13
passive,pangaea,7,66,0,0,5,13
passive,pangaea,7,67,0,0,5,13
passive,pangaea,7,68,0,0,5,13
passive,pangaea,7,69,0,0,5,13
passive,pangaea,7,70,0,0,5,13
passive,pangaea,7,71,0,0,5,13
passive,pangaea,7,72,0,0,5,13
passive,pangaea,7,73,0,0,5,13
passive,pangaea,7,74,0,0,5,13
passive,pangaea,7,75,0,0,5,13
passive,pangaea,7,76,0,0,5,13
passive,pangaea,7,77,0,0,5,13
passive,pangaea,7,78,0,0,5,13
passive,pangaea,7,79,0,0,5,13
passive,pangaea,7,80,0,0,5,13
passive,pangaea,7,81,0,0,5,13
passive,pangaea,7,82,0,0,5,13
passive,pangaea,7,83,0,0,5,13
passive,pangaea,7,84,0,0,5,13
passive,pangaea,7,85,0,0,5,13
passive,pangaea,7,86,0,0,5,13
passive,pangaea,7,87,0,0,5,13
passive,pangaea,7,88,0,0,5,13
passive,pangaea,7,89,0,0,5,13
passive,pangaea,7,90,0,0,5,13
passive,pangaea,7,91,0,0,6,13
passive,pangaea,7,92,0,0,6,13
passive,pangaea,7,93,0,0,6,13
passive,pangaea,7,94,0,0,6,13
passive,pangaea,7,95,0,0,6,13
passive,pangaea,7,96,0,0,6,13
passive,pangaea,7,97,0,0,6,13
passive,pangaea,7,98,0,0,6,13
passive,pangaea,7,99,0,0,6,13
passive,pangaea,7,100,0,0,6,13
passive,pangaea,19,1,0,0,2,13
passive,pangaea,19,2,0,0,3,13
passive,pangaea,19,3,0,0,3,13
passive,pangaea,19,4,0,0,3,13
passive,pangaea,19,5,0,0,4,13
passive,pangaea,19,6,0,0,5,13
passive,pangaea,19,7,0,0,6,13
passive,pangaea,19,8,0,0,6,13
passive,pangaea,19,9,0,0,6,13
passive,pangaea,19,10,0,0,6,13
passive,pangaea,19,11,0,0,6,13
passive,pangaea,19,12,0,0,6,13
passive,pangaea,19,13,0,0,6,13
passive,pangaea,19,14,0,0,6,13
passive,pangaea,19,15,0,0,6,13
passive,pangaea,19,16,0,0,6,13
passive,pangaea,19,17,0,0,6,13
passive,pangaea,19,18,0,0,6,13
passive,pangaea,19,19,0,0,6,13
passive,pangaea,19,20,0,0,6,13
passive,pangaea,19,21,0,0,6,13
passive,pangaea,19,22,0,0,6,13
passive,pangaea,19,23,0,0,7,13
passive,pangaea,19,24,0,0,7,13
passive,pangaea,19,25,0,0,7,13
passive,pangaea,19,26,0,0,7,13
passive,pangaea,19,27,0,0,7,13
passive,pangaea,19,28,0,0,7,13
passive,pangaea,19,29,0,0,7,13
passive,pangaea,19,30,0,0,7,13
passive,pangaea,19,31,0,0,7,13
passive,pangaea,19,32,0,0,7,13
passive,pangaea,19,33,0,0,7,13
passive,pangaea,19,34,0,0,7,13
passive,pangaea,19,35,0,0,7,13
passive,pangaea,19,36,0,0,7,13
passive,pangaea,19,37,0,0,7,13
passive,pangaea,19,38,0,0,7,13
passive,pangaea,19,39,0,0,7,13
passive,pangaea,19,40,0,0,7,13
passive,pangaea,19,41,0,0,7,13
passive,pangaea,19,42,0,0,7,13
passive,pangaea,19,43,0,0,7,13
passive,pangaea,19,44,0,0,7,13
passive,pangaea,19,45,0,0,7,13
passive,pangaea,19,46,0,0,7,13
passive,pangaea,19,47,0,0,7,13
passive,pangaea,19,48,0,0,7,13
passive,pangaea,19,49,0,0,7,13
passive,pangaea,19,50,0,0,7,13
passive,pangaea,19,51,0,0,7,13
passive,pangaea,19,52,0,0,7,13
passive,pangaea,19,53,0,0,7,13
passive,pangaea,19,54,0,0,7,13
passive,pangaea,19,55,0,0,7,13
passive,pangaea,19,56,0,0,7,13
passive,pangaea,19,57,0,0,7,13
passive,pangaea,19,58,0,0,7,13
passive,pangaea,19,59,0,0,7,13
passive,pangaea,19,60,0,0,7,13
passive,pangaea,19,61,0,0,7,13
passive,pangaea,19,62,0,0,7,13
passive,pangaea,19,63,0,0,7,13
passive,pangaea,19,64,0,0,7,13
passive,pangaea,19,65,0,0,7,13
passive,pangaea,19,66,0,0,7,13
passive,pangaea,19,67,0,0,7,13
passive,pangaea,19,68,0,0,7,13
passive,pangaea,19,69,0,0,7,13
passive,pangaea,19,70,0,0,7,13
passive,pangaea,19,71,0,0,7,13
passive,pangaea,19,72,0,0,7,13
passive,pangaea,19,73,0,0,7,13
passive,pangaea,19,74,0,0,7,13
passive,pangaea,19,75,0,0,7,13
passive,pangaea,19,76,0,0,7,13
passive,pangaea,19,77,0,0,7,13
passive,pangaea,19,78,0,0,7,13
passive,pangaea,19,79,0,0,7,13
passive,pangaea,19,80,0,0,7,13
passive,pangaea,19,81,0,0,7,13
passive,pangaea,19,82,0,0,7,13
passive,pangaea,19,83,0,0,7,13
passive,pangaea,19,84,0,0,7,13
passive,pangaea,19,85,0,0,7,13
passive,pangaea,19,86,0,0,7,13
passive,pangaea,19,87,0,0,7,13
passive,pangaea,19,88,0,0,7,13
passive,pangaea,19,89,0,0,7,13
passive,pangaea,19,90,0,0,7,13
passive,pangaea,19,91,0,0,7,13
passive,pangaea,19,92,0,0,7,13
passive,pangaea,19,93,0,0,7,13
passive,pangaea,19,94,0,0,7,13
passive,pangaea,19,95,0,0,7,13
passive,pangaea,19,96,0,0,7,13
passive,pangaea,19,97,0,0,7,13
passive,pangaea,19,98,0,0,7,13
passive,pangaea,19,99,0,0,7,13
passive,pangaea,19,100,0,0,7,13
passive,pangaea,42,1,0,0,2,14
passive,pangaea,42,2,0,0,2,14
passive,pangaea,42,3,0,0,2,14
passive,pangaea,42,4,0,0,2,14
passive,pangaea,42,5,0,0,3,14
passive,pangaea,42,6,0,0,3,14
passive,pangaea,42,7,0,0,3,14
passive,pangaea,42,8,0,0,3,14
passive,pangaea,42,9,0,0,3,14
passive,pangaea,42,10,0,0,3,14
passive,pangaea,42,11,0,0,3,14
passive,pangaea,42,12,0,0,3,14
passive,pangaea,42,13,0,0,3,14
passive,pangaea,42,14,0,0,3,14
passive,pangaea,42,15,0,0,3,14
passive,pangaea,42,16,0,0,3,14
passive,pangaea,42,17,0,0,3,14
passive,pangaea,42,18,0,0,3,14
passive,pangaea,42,19,0,0,3,14
passive,pangaea,42,20,0,0,3,14
passive,pangaea,42,21,0,0,3,14
passive,pangaea,42,22,0,0,3,14
passive,pangaea,42,23,0,0,3,14
passive,pangaea,42,24,0,0,4,14
passive,pangaea,42,25,0,0,4,14
passive,pangaea,42,26,0,0,4,14
conquest,pangaea,7,1,0,0,2,13
conquest,pangaea,7,2,0,0,2,13
conquest,pangaea,7,3,0,0,2,13
conquest,pangaea,7,4,0,0,2,13
conquest,pangaea,7,5,0,0,2,13
conquest,pangaea,7,6,0,0,2,13
conquest,pangaea,7,7,0,0,3,13
conquest,pangaea,7,8,0,0,4,13
conquest,pangaea,7,9,0,0,4,13
conquest,pangaea,7,10,0,0,4,13
conquest,pangaea,7,11,0,0,4,13
conquest,pangaea,7,12,0,0,5,13
conquest,pangaea,7,13,0,0,5,13
conquest,pangaea,7,14,0,0,5,13
conquest,pangaea,7,15,0,0,5,13
conquest,pangaea,7,16,0,0,5,13
conquest,pangaea,7,17,0,0,5,13
conquest,pangaea,7,18,0,0,5,13
conquest,pangaea,7,19,0,0,5,13
conquest,pangaea,7,20,0,0,5,13
conquest,pangaea,7,21,0,0,5,13
conquest,pangaea,7,22,0,0,5,13
conquest,pangaea,7,23,0,0,5,13
conquest,pangaea,7,24,0,0,5,13
conquest,pangaea,7,25,0,0,5,13
conquest,pangaea,7,26,0,0,5,13
conquest,pangaea,7,27,0,0,5,13
conquest,pangaea,7,28,0,0,5,13
conquest,pangaea,7,29,0,0,5,13
conquest,pangaea,7,30,0,0,5,13
conquest,pangaea,7,31,0,0,5,13
conquest,pangaea,7,32,0,0,5,13
conquest,pangaea,7,33,0,0,5,13
conquest,pangaea,7,34,0,0,5,13
conquest,pangaea,7,35,0,0,5,13
conquest,pangaea,7,36,0,0,5,13
conquest,pangaea,7,37,0,0,5,13
conquest,pangaea,7,38,0,0,5,13
conquest,pangaea,7,39,0,0,5,13
conquest,pangaea,7,40,0,0,5,13
conquest,pangaea,7,41,0,0,5,13
conquest,pangaea,7,42,0,0,5,13
conquest,pangaea,7,43,0,0,5,13
conquest,pangaea,7,44,0,0,5,13
conquest,pangaea,7,45,0,0,5,13
conquest,pangaea,7,46,0,0,5,13
conquest,pangaea,7,47,0,0,5,13
conquest,pangaea,7,48,0,0,5,13
conquest,pangaea,7,49,0,0,5,13
conquest,pangaea,7,50,0,0,5,13
conquest,pangaea,7,51,0,0,5,13
conquest,pangaea,7,52,0,0,5,13
conquest,pangaea,7,53,0,0,5,13
conquest,pangaea,7,54,0,0,5,13
conquest,pangaea,7,55,0,0,5,13
conquest,pangaea,7,56,0,0,5,13
conquest,pangaea,7,57,0,0,5,13
conquest,pangaea,7,58,0,0,5,13
conquest,pangaea,7,59,0,0,5,13
conquest,pangaea,7,60,0,0,5,13
conquest,pangaea,7,61,0,0,5,13
conquest,pangaea,7,62,0,0,5,13
conquest,pangaea,7,63,0,0,5,13
conquest,pangaea,7,64,0,0,5,13
conquest,pangaea,7,65,0,0,5,13
conquest,pangaea,7,66,0,0,5,13
conquest,pangaea,7,67,0,0,5,13
conquest,pangaea,7,68,0,0,5,13
conquest,pangaea,7,69,0,0,5,13
conquest,pangaea,7,70,0,0,5,13
conquest,pangaea,7,71,0,0,5,13
conquest,pangaea,7,72,0,0,5,13
conquest,pangaea,7,73,0,0,5,13
conquest,pangaea,7,74,0,0,5,13
conquest,pangaea,7,75,0,0,5,13
conquest,pangaea,7,76,0,0,5,13
conquest,pangaea,7,77,0,0,5,13
conquest,pangaea,7,78,0,0,5,13
conquest,pangaea,7,79,0,0,5,13
conquest,pangaea,7,80,0,0,5,13
conquest,pangaea,7,81,0,0,5,13
conquest,pangaea,7,82,0,0,5,13
conquest,pangaea,7,83,0,0,5,13
conquest,pangaea,7,84,0,0,5,13
conquest,pangaea,7,85,0,0,5,13
conquest,pangaea,7,86,0,0,5,13
conquest,pangaea,7,87,0,0,5,13
conquest,pangaea,7,88,0,0,5,13
conquest,pangaea,7,89,0,0,5,13
conquest,pangaea,7,90,0,0,5,13
conquest,pangaea,7,91,0,0,5,13
conquest,pangaea,7,92,0,0,5,13
conquest,pangaea,7,93,0,0,5,13
conquest,pangaea,7,94,0,0,5,13
conquest,pangaea,7,95,0,0,5,13
conquest,pangaea,7,96,0,0,5,13
conquest,pangaea,7,97,0,0,5,13
conquest,pangaea,7,98,0,0,5,13
conquest,pangaea,7,99,0,0,5,13
conquest,pangaea,7,100,0,0,5,13
conquest,pangaea,19,1,0,0,2,13
conquest,pangaea,19,2,0,0,3,13
conquest,pangaea,19,3,0,0,3,13
conquest,pangaea,19,4,0,0,3,13
conquest,pangaea,19,5,0,0,4,13
conquest,pangaea,19,6,0,0,5,13
conquest,pangaea,19,7,0,0,6,13
conquest,pangaea,19,8,0,0,6,13
conquest,pangaea,19,9,0,0,6,13
conquest,pangaea,19,10,0,0,6,13
conquest,pangaea,19,11,0,0,6,13
conquest,pangaea,19,12,0,0,6,13
conquest,pangaea,19,13,0,0,6,13
conquest,pangaea,19,14,0,0,6,13
conquest,pangaea,19,15,0,0,6,13
conquest,pangaea,19,16,0,0,6,13
conquest,pangaea,19,17,0,0,6,13
conquest,pangaea,19,18,0,0,6,13
conquest,pangaea,19,19,0,0,6,13
conquest,pangaea,19,20,0,0,6,13
conquest,pangaea,19,21,0,0,6,13
conquest,pangaea,19,22,0,0,6,13
conquest,pangaea,19,23,0,0,7,13
conquest,pangaea,42,1,0,0,2,14
conquest,pangaea,42,2,0,0,2,14
conquest,pangaea,42,3,0,0,2,14
conquest,pangaea,42,4,0,0,2,14
conquest,pangaea,42,5,0,0,3,14
conquest,pangaea,42,6,0,0,3,14
conquest,pangaea,42,7,0,0,3,14
conquest,pangaea,42,8,0,0,3,14
conquest,pangaea,42,9,0,0,3,14
conquest,pangaea,42,10,0,0,3,14
conquest,pangaea,42,11,0,0,3,14
conquest,pangaea,42,12,0,0,3,14
conquest,pangaea,42,13,0,0,3,14
conquest,pangaea,42,14,0,0,3,14
conquest,pangaea,42,15,0,0,3,14
conquest,pangaea,42,16,0,0,3,14
conquest,pangaea,42,17,0,0,3,14
conquest,pangaea,42,18,0,0,4,14
conquest,pangaea,42,19,0,0,4,14
conquest,pangaea,42,20,0,0,4,14
conquest,pangaea,42,21,0,0,4,14
conquest,pangaea,42,22,0,0,4,14
conquest,pangaea,42,23,0,0,4,14
conquest,pangaea,42,24,0,0,5,14
conquest,pangaea,42,25,0,0,5,14
conquest,pangaea,42,26,0,0,5,14
conquest,pangaea,42,27,0,0,5,14
conquest,pangaea,42,28,0,0,5,14
conquest,pangaea,42,29,0,0,5,14
conquest,pangaea,42,30,0,0,5,14
faith,pangaea,7,1,18,1,3,14
faith,pangaea,7,2,18,1,3,14
faith,pangaea,7,3,21,1,3,14
faith,pangaea,7,4,24,1,3,14
faith,pangaea,7,5,24,1,3,14
faith,pangaea,7,6,24,1,3,14
faith,pangaea,7,7,24,1,4,14
faith,pangaea,7,8,24,1,5,14
faith,pangaea,7,9,24,1,5,14
faith,pangaea,7,10,24,1,5,14
faith,pangaea,7,11,24,1,5,14
faith,pangaea,7,12,24,1,6,14
faith,pangaea,7,13,24,1,6,14
faith,pangaea,7,14,24,1,6,14
faith,pangaea,7,15,24,1,6,14
faith,pangaea,7,16,24,1,6,14
faith,pangaea,7,17,27,1,6,14
faith,pangaea,7,18,27,1,6,14
faith,pangaea,19,1,18,1,3,14
faith,pangaea,19,2,21,1,4,14
faith,pangaea,19,3,21,1,4,14
faith,pangaea,19,4,24,1,4,14
faith,pangaea,19,5,24,1,5,14
faith,pangaea,19,6,24,1,6,14
faith,pangaea,19,7,24,1,7,14
faith,pangaea,19,8,24,1,7,14
faith,pangaea,19,9,24,1,7,14
faith,pangaea,19,10,24,1,7,14
faith,pangaea,19,11,24,1,7,14
faith,pangaea,19,12,24,1,7,14
faith,pangaea,19,13,27,1,7,14
faith,pangaea,19,14,27,1,7,14
faith,pangaea,19,15,27,1,7,14
faith,pangaea,19,16,27,1,7,14
faith,pangaea,19,17,27,1,7,14
faith,pangaea,19,18,27,1,7,14
faith,pangaea,19,19,27,1,7,14
faith,pangaea,19,20,30,1,7,14
faith,pangaea,19,21,30,1,7,14
faith,pangaea,19,22,33,1,7,14
faith,pangaea,19,23,33,1,8,14
faith,pangaea,19,24,33,1,8,14
faith,pangaea,19,25,33,1,8,14
faith,pangaea,19,26,33,1,8,14
faith,pangaea,19,27,33,1,8,14
faith,pangaea,19,28,33,1,8,14
faith,pangaea,19,29,39,1,8,14
faith,pangaea,19,30,39,1,8,14
faith,pangaea,19,31,39,1,8,14
faith,pangaea,19,32,39,1,8,14
faith,pangaea,19,33,39,1,8,14
faith,pangaea,19,34,39,1,8,14
faith,pangaea,42,1,18,1,3,15
faith,pangaea,42,2,18,1,3,15
faith,pangaea,42,3,18,1,3,15
faith,pangaea,42,4,18,1,3,15
faith,pangaea,42,5,21,1,4,15
faith,pangaea,42,6,21,1,4,15
faith,pangaea,42,7,21,1,4,15
faith,pangaea,42,8,21,1,4,15
faith,pangaea,42,9,21,1,4,15
faith,pangaea,42,10,21,1,4,15
faith,pangaea,42,11,21,1,4,15
faith,pangaea,42,12,21,1,4,15
faith,pangaea,42,13,21,1,4,15
faith,pangaea,42,14,21,1,4,15
faith,pangaea,42,15,27,1,4,15
faith,pangaea,42,16,27,1,4,15
faith,pangaea,42,17,27,1,4,15
faith,pangaea,42,18,27,1,5,15
faith,pangaea,42,19,27,1,5,15
faith,pangaea,42,20,27,1,5,15
faith,pangaea,42,21,27,1,5,15
merchant,pangaea,7,1,0,0,2,13
merchant,pangaea,7,2,0,0,2,13
merchant,pangaea,7,3,0,0,2,13
merchant,pangaea,7,4,0,0,2,13
merchant,pangaea,7,5,0,0,2,13
merchant,pangaea,7,6,0,0,2,13
merchant,pangaea,7,7,0,0,3,13
merchant,pangaea,7,8,0,0,4,13
merchant,pangaea,7,9,0,0,4,13
merchant,pangaea,7,10,0,0,4,13
merchant,pangaea,7,11,0,0,4,13
merchant,pangaea,7,12,0,0,5,13
merchant,pangaea,7,13,0,0,5,13
merchant,pangaea,7,14,0,0,5,13
merchant,pangaea,7,15,0,0,5,13
merchant,pangaea,7,16,0,0,5,13
merchant,pangaea,7,17,0,0,5,13
merchant,pangaea,7,18,0,0,5,13
merchant,pangaea,7,19,0,0,5,13
merchant,pangaea,7,20,0,0,5,13
merchant,pangaea,7,21,0,0,5,13
merchant,pangaea,7,22,0,0,5,13
merchant,pangaea,7,23,0,0,5,13
merchant,pangaea,7,24,0,0,5,13
merchant,pangaea,7,25,0,0,5,13
merchant,pangaea,7,26,0,0,5,13
merchant,pangaea,7,27,0,0,5,13
merchant,pangaea,7,28,0,0,5,13
merchant,pangaea,7,29,0,0,5,13
merchant,pangaea,7,30,0,0,5,13
merchant,pangaea,7,31,0,0,5,13
merchant,pangaea,7,32,0,0,5,13
merchant,pangaea,7,33,0,0,5,13
merchant,pangaea,7,34,0,0,5,13
merchant,pangaea,7,35,0,0,5,13
merchant,pangaea,7,36,0,0,5,13
merchant,pangaea,7,37,0,0,5,13
merchant,pangaea,7,38,0,0,5,13
merchant,pangaea,7,39,0,0,5,13
merchant,pangaea,7,40,0,0,5,13
merchant,pangaea,7,41,0,0,5,13
merchant,pangaea,7,42,0,0,5,13
merchant,pangaea,7,43,0,0,5,13
merchant,pangaea,7,44,0,0,5,13
merchant,pangaea,7,45,0,0,5,13
merchant,pangaea,7,46,0,0,5,13
merchant,pangaea,7,47,0,0,5,13
merchant,pangaea,7,48,0,0,5,13
merchant,pangaea,7,49,0,0,5,13
merchant,pangaea,7,50,0,0,5,13
merchant,pangaea,7,51,0,0,5,13
merchant,pangaea,7,52,0,0,5,13
merchant,pangaea,7,53,0,0,5,13
merchant,pangaea,7,54,0,0,5,13
merchant,pangaea,7,55,0,0,5,13
merchant,pangaea,7,56,0,0,5,13
merchant,pangaea,7,57,0,0,5,13
merchant,pangaea,7,58,0,0,5,13
merchant,pangaea,7,59,0,0,5,13
merchant,pangaea,7,60,0,0,5,13
merchant,pangaea,7,61,0,0,5,13
merchant,pangaea,7,62,0,0,5,13
merchant,pangaea,7,63,0,0,5,13
merchant,pangaea,7,64,0,0,5,13
merchant,pangaea,7,65,0,0,5,13
merchant,pangaea,7,66,0,0,5,13
merchant,pangaea,7,67,0,0,5,13
merchant,pangaea,7,68,0,0,5,13
merchant,pangaea,7,69,0,0,5,13
merchant,pangaea,7,70,0,0,5,13
merchant,pangaea,7,71,0,0,5,13
merchant,pangaea,7,72,0,0,5,13
merchant,pangaea,7,73,0,0,5,13
merchant,pangaea,7,74,0,0,5,13
merchant,pangaea,7,75,0,0,5,13
merchant,pangaea,7,76,0,0,5,13
merchant,pangaea,7,77,0,0,5,13
merchant,pangaea,7,78,0,0,5,13
merchant,pangaea,7,79,0,0,5,13
merchant,pangaea,7,80,0,0,5,13
merchant,pangaea,7,81,0,0,5,13
merchant,pangaea,7,82,0,0,5,13
merchant,pangaea,7,83,0,0,5,13
merchant,pangaea,7,84,0,0,5,13
merchant,pangaea,7,85,0,0,5,13
merchant,pangaea,7,86,0,0,5,13
merchant,pangaea,7,87,0,0,5,13
merchant,pangaea,7,88,0,0,5,13
merchant,pangaea,7,89,0,0,5,13
merchant,pangaea,7,90,0,0,5,13
merchant,pangaea,7,91,0,0,5,13
merchant,pangaea,7,92,0,0,5,13
merchant,pangaea,7,93,0,0,5,13
merchant,pangaea,7,94,0,0,5,13
merchant,pangaea,7,95,0,0,5,13
merchant,pangaea,7,96,0,0,5,13
merchant,pangaea,7,97,0,0,5,13
merchant,pangaea,7,98,0,0,5,13
merchant,pangaea,7,99,0,0,5,13
merchant,pangaea,7,100,0,0,5,13
merchant,pangaea,19,1,0,0,2,13
merchant,pangaea,19,2,0,0,3,13
merchant,pangaea,19,3,0,0,3,13
merchant,pangaea,19,4,0,0,3,13
merchant,pangaea,19,5,0,0,4,13
merchant,pangaea,19,6,0,0,5,13
merchant,pangaea,19,7,0,0,6,13
merchant,pangaea,19,8,0,0,6,13
merchant,pangaea,19,9,0,0,6,13
merchant,pangaea,19,10,0,0,6,13
merchant,pangaea,19,11,0,0,6,13
merchant,pangaea,19,12,0,0,6,13
merchant,pangaea,19,13,0,0,6,13
merchant,pangaea,19,14,0,0,6,13
merchant,pangaea,19,15,0,0,6,13
merchant,pangaea,19,16,0,0,6,13
merchant,pangaea,19,17,0,0,6,13
merchant,pangaea,19,18,0,0,6,13
merchant,pangaea,19,19,0,0,6,13
merchant,pangaea,19,20,0,0,6,13
merchant,pangaea,19,21,0,0,6,13
merchant,pangaea,19,22,0,0,6,13
merchant,pangaea,19,23,0,0,7,13
merchant,pangaea,19,24,0,0,7,13
merchant,pangaea,19,25,0,0,7,13
merchant,pangaea,19,26,0,0,7,13
merchant,pangaea,19,27,0,0,7,13
merchant,pangaea,19,28,0,0,7,13
merchant,pangaea,19,29,0,0,7,13
merchant,pangaea,19,30,0,0,7,13
merchant,pangaea,19,31,0,0,7,13
merchant,pangaea,19,32,0,0,7,13
merchant,pangaea,19,33,0,0,7,13
merchant,pangaea,19,34,0,0,7,13
merchant,pangaea,19,35,0,0,7,13
merchant,pangaea,19,36,0,0,7,13
merchant,pangaea,19,37,0,0,7,13
merchant,pangaea,19,38,0,0,7,13
merchant,pangaea,19,39,0,0,7,13
merchant,pangaea,19,40,0,0,7,13
merchant,pangaea,19,41,0,0,7,13
merchant,pangaea,19,42,0,0,7,13
merchant,pangaea,19,43,0,0,7,13
merchant,pangaea,19,44,0,0,7,13
merchant,pangaea,19,45,0,0,7,13
merchant,pangaea,19,46,0,0,7,13
merchant,pangaea,19,47,0,0,7,13
merchant,pangaea,19,48,0,0,7,13
merchant,pangaea,19,49,0,0,7,13
merchant,pangaea,19,50,0,0,7,13
merchant,pangaea,19,51,0,0,7,13
merchant,pangaea,19,52,0,0,7,13
merchant,pangaea,19,53,0,0,7,13
merchant,pangaea,19,54,0,0,7,13
merchant,pangaea,19,55,0,0,7,13
merchant,pangaea,19,56,0,0,7,13
merchant,pangaea,19,57,0,0,7,13
merchant,pangaea,19,58,0,0,7,13
merchant,pangaea,19,59,0,0,7,13
merchant,pangaea,19,60,0,0,7,13
merchant,pangaea,19,61,0,0,7,13
merchant,pangaea,19,62,0,0,7,13
merchant,pangaea,19,63,0,0,7,13
merchant,pangaea,19,64,0,0,7,13
merchant,pangaea,19,65,0,0,7,13
merchant,pangaea,19,66,0,0,7,13
merchant,pangaea,19,67,0,0,7,13
merchant,pangaea,19,68,0,0,7,13
merchant,pangaea,19,69,0,0,7,13
merchant,pangaea,19,70,0,0,7,13
merchant,pangaea,19,71,0,0,7,13
merchant,pangaea,19,72,0,0,7,13
merchant,pangaea,19,73,0,0,7,13
merchant,pangaea,19,74,0,0,7,13
merchant,pangaea,19,75,0,0,7,13
merchant,pangaea,19,76,0,0,8,13
merchant,pangaea,19,77,0,0,8,13
merchant,pangaea,19,78,0,0,8,13
merchant,pangaea,19,79,0,0,8,13
merchant,pangaea,19,80,0,0,8,13
merchant,pangaea,19,81,0,0,8,13
merchant,pangaea,19,82,0,0,8,13
merchant,pangaea,19,83,0,0,8,13
merchant,pangaea,19,84,0,0,8,13
merchant,pangaea,19,85,0,0,8,13
merchant,pangaea,19,86,0,0,8,13
merchant,pangaea,19,87,0,0,8,13
merchant,pangaea,19,88,0,0,8,13
merchant,pangaea,19,89,0,0,8,13
merchant,pangaea,19,90,0,0,8,13
merchant,pangaea,19,91,0,0,8,13
merchant,pangaea,19,92,0,0,8,13
merchant,pangaea,19,93,0,0,8,13
merchant,pangaea,19,94,0,0,8,13
merchant,pangaea,19,95,0,0,8,13
merchant,pangaea,19,96,0,0,8,13
merchant,pangaea,19,97,0,0,8,13
merchant,pangaea,19,98,0,0,8,13
merchant,pangaea,19,99,0,0,8,13
merchant,pangaea,19,100,0,0,8,13
merchant,pangaea,42,1,0,0,2,14
merchant,pangaea,42,2,0,0,2,14
merchant,pangaea,42,3,0,0,2,14
merchant,pangaea,42,4,0,0,2,14
merchant,pangaea,42,5,0,0,3,14
merchant,pangaea,42,6,0,0,3,14
merchant,pangaea,42,7,0,0,3,14
merchant,pangaea,42,8,0,0,3,14
merchant,pangaea,42,9,0,0,3,14
merchant,pangaea,42,10,0,0,3,14
merchant,pangaea,42,11,0,0,3,14
merchant,pangaea,42,12,0,0,3,14
merchant,pangaea,42,13,0,0,3,14
merchant,pangaea,42,14,0,0,3,14
merchant,pangaea,42,15,0,0,3,14
merchant,pangaea,42,16,0,0,3,14
merchant,pangaea,42,17,0,0,3,14
merchant,pangaea,42,18,0,0,3,14
merchant,pangaea,42,19,0,0,3,14
merchant,pangaea,42,20,0,0,3,14
merchant,pangaea,42,21,0,0,3,14
merchant,pangaea,42,22,0,0,3,14
merchant,pangaea,42,23,0,0,3,14
merchant,pangaea,42,24,0,0,4,14
merchant,pangaea,42,25,0,0,4,14
merchant,pangaea,42,26,0,0,4,14
merchant,pangaea,42,27,0,0,4,14
merchant,pangaea,42,28,0,0,4,14
merchant,pangaea,42,29,0,0,4,14
merchant,pangaea,42,30,0,0,4,14
merchant,pangaea,42,31,0,0,4,14
merchant,pangaea,42,32,0,0,4,14
merchant,pangaea,42,33,0,0,4,14
merchant,pangaea,42,34,0,0,4,14
merchant,pangaea,42,35,0,0,5,14
merchant,pangaea,42,36,0,0,5,14
merchant,pangaea,42,37,0,0,6,14
nomad,pangaea,7,1,0,0,2,13
nomad,pangaea,7,2,0,0,2,13
nomad,pangaea,7,3,0,0,2,13
nomad,pangaea,7,4,0,0,2,13
nomad,pangaea,7,5,0,0,2,13
nomad,pangaea,7,6,0,0,2,13
nomad,pangaea,7,7,0,0,3,13
nomad,pangaea,7,8,0,0,4,13
nomad,pangaea,7,9,0,0,4,13
nomad,pangaea,7,10,0,0,4,13
nomad,pangaea,7,11,0,0,4,13
nomad,pangaea,7,12,0,0,5,13
nomad,pangaea,7,13,0,0,5,13
nomad,pangaea,7,14,0,0,5,13
nomad,pangaea,7,15,0,0,5,13
nomad,pangaea,7,16,0,0,5,13
nomad,pangaea,7,17,0,0,5,13
nomad,pangaea,7,18,0,0,5,13
nomad,pangaea,7,19,0,0,5,13
nomad,pangaea,7,20,0,0,5,13
nomad,pangaea,7,21,0,0,5,13
nomad,pangaea,7,22,0,0,5,13
nomad,pangaea,7,23,0,0,5,13
nomad,pangaea,7,24,0,0,5,13
nomad,pangaea,7,25,0,0,5,13
nomad,pangaea,7,26,0,0,5,13
nomad,pangaea,7,27,0,0,5,13
nomad,pangaea,7,28,0,0,5,13
nomad,pangaea,7,29,0,0,5,13
nomad,pangaea,7,30,0,0,5,13
nomad,pangaea,7,31,0,0,5,13
nomad,pangaea,7,32,0,0,5,13
nomad,pangaea,19,1,0,0,2,13
nomad,pangaea,19,2,0,0,3,13
nomad,pangaea,19,3,0,0,3,13
nomad,pangaea,19,4,0,0,3,13
nomad,pangaea,19,5,0,0,4,13
nomad,pangaea,19,6,0,0,5,13
nomad,pangaea,19,7,0,0,6,13
nomad,pangaea,19,8,0,0,6,13
nomad,pangaea,19,9,0,0,6,13
nomad,pangaea,19,10,0,0,6,13
nomad,pangaea,19,11,0,0,6,13
nomad,pangaea,19,12,0,0,6,13
nomad,pangaea,19,13,0,0,6,13
nomad,pangaea,19,14,0,0,6,13
nomad,pangaea,19,15,0,0,6,13
nomad,pangaea,19,16,0,0,6,13
nomad,pangaea,19,17,0,0,6,13
nomad,pangaea,19,18,0,0,6,13
